"SMILES","logPow","UNIT {logPow}","Water solubility","UNIT {Water solubility}","logPow {measured, converted}","UNIT {logPow}","Water solubility {measured, converted}","UNIT {Water solubility}"
"OC1=COC(CBr)=CC1=O","0.61","Log unit","-","-","407.4","% ","-","-"
"OC1=COC(CCl)=CC1=O","0.64","Log unit","-","-","436.5","% ","-","-"
"OC1=COC(CI)=CC1=O","0.67","Log unit","-","-","467.7","% ","-","-"
"OC1=NC(=O)NC=C1N(=O)=O","-1.38","Log unit","-","-","4.169","% ","-","-"
"OC1=C(C(=O)C2CC2)C(=O)NC2=CC(Cl)=CC=C12","2.35","Log unit","-","-","22390.0","% ","-","-"
"OC1=C(C(=O)CC2=CC=CC=C2)C(=O)NC2=CC(Cl)=CC=C12","3.66","Log unit","-","-","457100.0","% ","-","-"
"OC1=C(C(=O)C2=CC=C(Br)S2)C(=O)NC2=CC(Cl)=CC=C12","3.81","Log unit","-","-","645700.0","% ","-","-"
"OC1=C(C(=O)C2=CC=C(Cl)S2)C(=O)NC2=CC(Cl)=CC=C12","3.66","Log unit","-","-","457100.0","% ","-","-"
"OC1=C(C(=O)C2=CC=CO2)C(=O)NC2=CC(Cl)=CC=C12","2.19","Log unit","-","-","15490.0","% ","-","-"
"OC1=C(C(=O)C2=CC=CS2)C(=O)NC2=CC(Cl)=CC=C12","2.95","Log unit","-","-","89130.0","% ","-","-"
"OC1=C(C(=O)NC2=CC(Cl)=CC=C12)C1=CC=CC=C1","3.5","Log unit","-","-","316200.0","% ","-","-"
"OC1=CC(O)=C2CC(OCCC#N)C(OC2=C1)C1=CC=C(O)C(O)=C1","0.96","Log unit","-","-","912.0","% ","-","-"
"OC1=CC=C2C(=O)N(CCON(=O)=O)COC2=C1","1.63","Log unit","-","-","4266.0","% ","-","-"
"OC1=CC=C2OCN(CCON(=O)=O)C(=O)C2=C1","1.63","Log unit","-","-","4266.0","% ","-","-"
"OC1=COC(CSC2CCCCC2)=CC1=O","1.75","Log unit","-","-","5623.0","% ","-","-"
"OC1=COC(CSC2=CC=CC=N2)=CC1=O","1.14","Log unit","-","-","1380.0","% ","-","-"
"OC1=C(C(=O)C2=CSC3=CC=CC=C23)C(=O)NC2=C1C=CC(Cl)=C2","4.44","Log unit","-","-","2754000.0","% ","-","-"
"OC1=C(C(=O)NC2=CC(Cl)=CC=C12)C1=CC=CC(NCC2=CC=CC=C2)=C1","4.47","Log unit","-","-","2951000.0","% ","-","-"
"OC1=CC(O)=C2CC(OC(=O)CC3=CC=CC=C3)C(OC2=C1)C1=CC=C(O)C(O)=C1","3.09","Log unit","-","-","123000.0","% ","-","-"
"OC1=CC(O)=C2CC(OC(=O)C3=CC=C(O)C(O)=C3)C(OC2=C1)C1=CC=C(O)C(O)=C1","2.45","Log unit","-","-","28180.0","% ","-","-"
"OC1=CC(O)=C2CC(OC(=O)C3=CC=CC=C3)C(OC2=C1)C1=CC=C(O)C(O)=C1","3.44","Log unit","-","-","275400.0","% ","-","-"
"OC1=CC(O)=C2CC(OCCCC3=CC=CC=C3)C(OC2=C1)C1=CC=C(O)C(O)=C1","3.78","Log unit","-","-","602600.0","% ","-","-"
"OC1=CC=C(CNC2=NC=NC3=C2N=CN3)C=C1","1.55","Log unit","-","-","3548.0","% ","-","-"
"OC1=CC=CC(=C1)C#CCOC(=O)C1=C(O)C2=CC=C(Cl)C=C2NC1=O","3.65","Log unit","-","-","446700.0","% ","-","-"
"OC1=CC=CC(CNC2=NC=NC3=C2NC=N3)=C1","1.56","Log unit","-","-","3631.0","% ","-","-"
"OC1=CC=CC2=C1C(=O)C1=C(O)C=CC=C1C2=CNC1=CC=CC=C1","4.96","Log unit","-","-","9120000.0","% ","-","-"
"OC1=COC(CSC2=NC3=CC=CC=C3N2)=CC1=O","1.51","Log unit","-","-","3236.0","% ","-","-"
"OC1=COC(CSC2=NC3=CC=CC=C3S2)=CC1=O","2.08","Log unit","-","-","12020.0","% ","-","-"
"OC1=C(C(=O)NC2=CC(Cl)=CC=C12)C1=CC=CC(=C1)N1C=CC2=CC=CC=C12","5.53","Log unit","-","-","3.388E7","% ","-","-"
"OC1=C(C(=O)NC2=CC(Cl)=CC=C12)C1=CC=CC(CC2=CC=C(CCN3CCOCC3)C=C2)=C1","5.2","Log unit","-","-","1.585E7","% ","-","-"
"OC1=CC=C2C3CN4C(=O)C[S]5CCS[Re]45(=O)N3CCC2=C1","2.65","Log unit","-","-","44670.0","% ","-","-"
"ON1N=NC2=CC=CC=C12","0.69","Log unit","-","-","489.8","% ","-","-"
"S=C(NN=C(C1=CC=CC=N1)C1=CC=CC=N1)NC1=CC=CC=C1","1.96","Log unit","-","-","9120.0","% ","-","-"
"S=C=NCCCCCCCCCCC1=CC=CC=C1","6.82","Log unit","-","-","6.607E8","% ","-","-"
"S=C=NCCCCCCCCC1=CC=CC=C1","5.81","Log unit","-","-","6.457E7","% ","-","-"
"S=C1NN=C(CN2C=CC3=CC=CC=C23)N1C1=CC=CC=C1","2.68","Log unit","-","-","47860.0","% ","-","-"
"SC1=NC(=O)C(=CN1)N(=O)=O","-0.26","Log unit","-","-","54.95","% ","-","-"
"SC1=NC=CC(=S)N1","-0.86","Log unit","-","-","13.8","% ","-","-"
"[Cl-].CN1C=C[N+](CC(C)=O)=C1\C=N\O","-2.7","Log unit","-","-","0.1995","% ","-","-"
"[Cl-].CC(=O)C[N+]1=C(\C=N\O)N(CC2=CC=CC=C2)C=C1","-1.26","Log unit","-","-","5.495","% ","-","-"
"[Cl-].CC(C)(C)COC[N+]1=C(\C=N\O)N(CC2=CC=CC=C2)C=C1","0.73","Log unit","-","-","537.0","% ","-","-"
"[Cl-].CC(C)(C)N1C=C[N+](CCCCC#C)=C1\C=N\O","-1.42","Log unit","-","-","3.802","% ","-","-"
"[Cl-].CC(C)(C)N1C=C[N+](COCCC#C)=C1\C=N\O","-1.84","Log unit","-","-","1.445","% ","-","-"
"[Cl-].CC(C)OC[N+]1=C(\C=N\O)N(C)C=C1","-2.17","Log unit","-","-","0.6761","% ","-","-"
"[Cl-].CC(CBr)COC[N+]1=C(\C=N\O)N(C)C=C1","-1.23","Log unit","-","-","5.888","% ","-","-"
"[Cl-].CC(CCCCl)OC[N+]1=C(\C=N\O)N(C)C=C1","-1.23","Log unit","-","-","5.888","% ","-","-"
"[Cl-].CC(CCCN(=O)=O)OC[N+]1=C(C=NO)N(C)C=C1","-2.11","Log unit","-","-","0.7762","% ","-","-"
"[Cl-].CC(CC[N+]1=C(\C=N\O)N(C)C=C1)C(C)(C)N(=O)=O","-1.61","Log unit","-","-","2.455","% ","-","-"
"[Cl-].CC(C[N+]1=C(\C=N\O)N(C)C=C1)NS(=O)(=O)C(F)(F)F","-0.82","Log unit","-","-","15.14","% ","-","-"
"[Cl-].CC(OC[N+]1=C(N(C)C=C1)C(N)=O)C(C)(C)N(=O)=O","-2.5","Log unit","-","-","0.3162","% ","-","-"
"[Cl-].CC(OC[N+]1=C(C)N(C)C=C1)C(C)(C)N(=O)=O","-3.4","Log unit","-","-","0.03981","% ","-","-"
"[Cl-].CC(OC[N+]1=C(\C=N\O)N(C)C=C1)C(C)(C)C","-0.68","Log unit","-","-","20.89","% ","-","-"
"[Cl-].CC(OC[N+]1=C(\C=N\O)N(C)C=C1)C(C)(C)N(=O)=O","-1.75","Log unit","-","-","1.778","% ","-","-"
"[Cl-].CC(OC[N+]1=C(\C=N\O)N(C)C=C1)C=C","-1.9","Log unit","-","-","1.259","% ","-","-"
"[Cl-].C\C=C\C(=O)OC[N+]1=C(\C=N\O)N(C)C=C1","-1.76","Log unit","-","-","1.738","% ","-","-"
"[Cl-].C\C=C\N1C=C[N+](COCC(C)(C)C)=C1\C=N\O","-0.28","Log unit","-","-","52.48","% ","-","-"
"[Cl-].C\C=C\N1C=C[N+](COCCCC#C)=C1\C=N\O","-1.37","Log unit","-","-","4.266","% ","-","-"
"[Cl-].CCC(C(C)OC[N+]1=C(\C=N\O)N(C)C=C1)N(=O)=O","-1.71","Log unit","-","-","1.95","% ","-","-"
"[Cl-].CCC(CCCl)OC[N+]1=C(\C=N\O)N(C)C=C1","-1.12","Log unit","-","-","7.586","% ","-","-"
"[Cl-].CCC(C[N+]1=C(\C=N\O)N(C)C=C1)NS(=O)(=O)C(F)(F)F","-0.42","Log unit","-","-","38.02","% ","-","-"
"[Cl-].CCC(OC[N+]1=C(\C=N\O)N(C)C=C1)C(C)(C)N(=O)=O","-1.46","Log unit","-","-","3.467","% ","-","-"
"[Cl-].CCC(OC[N+]1=C(\C=N\O)N(\C=C\C)C=C1)C#C","-0.94","Log unit","-","-","11.48","% ","-","-"
"[Cl-].CCC(OC[N+]1=C(\C=N\O)N(CC)C=C1)C(C)(C)N(=O)=O","-1.09","Log unit","-","-","8.128","% ","-","-"
"[Cl-].CCCCCCCCOC[N+]1=C(\C=N\O)N(C)C=C1","0.88","Log unit","-","-","758.6","% ","-","-"
"[Cl-].CCCCCCN1C=C[N+](CC(C)=O)=C1\C=N\O","-0.67","Log unit","-","-","21.38","% ","-","-"
"[Cl-].CCCCOC[N+]1=C(\C=N\O)N(C)C=C1","-1.39","Log unit","-","-","4.074","% ","-","-"
"[Cl-].CCCCN1C=C[N+](COC(CC)C(C)(C)N(=O)=O)=C1\C=N\O","-0.16","Log unit","-","-","69.18","% ","-","-"
"[Cl-].CCCN(CCC[N+]1=C(\C=N\O)N(C)C=C1)S(=O)(=O)C(F)(F)F","-0.52","Log unit","-","-","30.2","% ","-","-"
"[Cl-].CCCN(CC[N+]1=C(\C=N\O)N(C)C=C1)S(=O)(=O)C(F)(F)F","-0.69","Log unit","-","-","20.42","% ","-","-"
"[Cl-].CCCN1C=C[N+](CC(C)=O)=C1\C=N\O","-2.22","Log unit","-","-","0.6026","% ","-","-"
"[Cl-].CCCN1C=C[N+](COC(C)(C)CS(C)(=O)=O)=C1\C=N\O","-2.5","Log unit","-","-","0.3162","% ","-","-"
"[Cl-].CCCN1C=C[N+](COCCS(C)(=O)=O)=C1\C=N\O","-3.0","Log unit","-","-","0.1","% ","-","-"
"[Cl-].CCCN1C=C[N+](CCCN(CC2=CC=CC=C2)S(=O)(=O)C(F)(F)F)=C1\C=N\O","0.78","Log unit","-","-","602.6","% ","-","-"
"[Cl-].CCN(CCC[N+]1=C(\C=N\O)N(C)C=C1)S(=O)(=O)C(F)(F)F","-1.02","Log unit","-","-","9.55","% ","-","-"
"[Cl-].CCN(CCC[N+]1=C(\C=N\O)N(C)C=C1)S(C)(=O)=O","-2.69","Log unit","-","-","0.2042","% ","-","-"
"[Cl-].CCN(CC[N+]1=C(C)N(C)C=C1)S(=O)(=O)C(F)(F)F","-2.79","Log unit","-","-","0.1622","% ","-","-"
"[Cl-].CCN(CC[N+]1=C(\C=N\O)N(C)C=C1)S(=O)(=O)C(F)(F)F","-1.03","Log unit","-","-","9.333","% ","-","-"
"[Cl-].CCN(CC[N+]1=C(\C=N\O)N(C)C=C1)S(C)(=O)=O","-2.72","Log unit","-","-","0.1905","% ","-","-"
"[Cl-].CCN(CC[N+]1=C(\C=N\O)N(CC(C)C)C=C1)S(=O)(=O)C(F)(F)F","0.01","Log unit","-","-","102.3","% ","-","-"
"[Cl-].CCN(CC[N+]1=C(\C=N\O)N(CC)C=C1)S(=O)(=O)C(F)(F)F","-0.77","Log unit","-","-","16.98","% ","-","-"
"[Cl-].CCS(=O)(=O)CC(C)OC[N+]1=C(\C=N\O)N(C)C=C1","-2.7","Log unit","-","-","0.1995","% ","-","-"
"[Cl-].CCS(=O)(=O)CC[N+]1=C(\C=N\O)N(C)C=C1","-2.96","Log unit","-","-","0.1096","% ","-","-"
"[Cl-].CCC1=[N+](CCN(C)S(=O)(=O)C(F)(F)F)C=CN1C","-2.67","Log unit","-","-","0.2138","% ","-","-"
"[Cl-].CCC1=[N+](COC(C)C(C)(C)N(=O)=O)C=CN1C","-2.4","Log unit","-","-","0.3981","% ","-","-"
"[Cl-].CCN1C=C[N+](CCCN(C)S(=O)(=O)C(F)(F)F)=C1\C=N\O","-1.1","Log unit","-","-","7.943","% ","-","-"
"[Cl-].CCN1C=C[N+](CCN(C)S(C)(=O)=O)=C1\C=N\O","-2.61","Log unit","-","-","0.2455","% ","-","-"
"[Cl-].CCN1C=C[N+](COC(C)(C)CS(C)(=O)=O)=C1\C=N\O","-2.9","Log unit","-","-","0.1259","% ","-","-"
"[Cl-].CCN1C=C[N+](COC(C)C(C)(C)N(=O)=O)=C1\C=N\O","-1.54","Log unit","-","-","2.884","% ","-","-"
"[Cl-].CCN1C=C[N+](COCC(C)(C)N(=O)=O)=C1\C=N\O","-1.77","Log unit","-","-","1.698","% ","-","-"
"[Cl-].CCN1C=C[N+](COCC(C)CBr)=C1\C=N\O","-0.94","Log unit","-","-","11.48","% ","-","-"
"[Cl-].CCN1C=C[N+](COCCCCl)=C1\C=N\O","-1.56","Log unit","-","-","2.754","% ","-","-"
"[Cl-].CCN1C=C[N+](COCCS(=O)(=O)CC)=C1\C=N\O","-2.67","Log unit","-","-","0.2138","% ","-","-"
"[Cl-].CCN1C=C[N+](COCCS(C)(=O)=O)=C1\C=N\O","-3.0","Log unit","-","-","0.1","% ","-","-"
"[Cl-].CCN1C=C[N+](CCCN(CC2=CC=CC=C2)S(=O)(=O)C(F)(F)F)=C1\C=N\O","0.35","Log unit","-","-","223.9","% ","-","-"
"[Cl-].CCN1C=C[N+](CCN(CC2=CC=CC=C2)S(=O)(=O)C(F)(F)F)=C1\C=N\O","0.33","Log unit","-","-","213.8","% ","-","-"
"[Cl-].CN(C)CC[N+]1=C(\C=N\OCC2=CC=CC=C2)N(C)C=C1","-1.64","Log unit","-","-","2.291","% ","-","-"
"[Cl-].CN(CCC[N+]1=C(C)N(C)C=C1)S(=O)(=O)C(F)(F)F","-3.04","Log unit","-","-","0.0912","% ","-","-"
"[Cl-].CN(CCC[N+]1=C(C)N(C)C=C1)S(=O)(=O)C1=CC=CC=C1","-2.26","Log unit","-","-","0.5495","% ","-","-"
"[Cl-].CN(CCC[N+]1=C(\C=N\O)N(C)C=C1)S(=O)(=O)C(F)(F)F","-1.37","Log unit","-","-","4.266","% ","-","-"
"[Cl-].CN(CCC[N+]1=C(\C=N\O)N(C)C=C1)S(C)(=O)=O","-2.63","Log unit","-","-","0.2344","% ","-","-"
"[Cl-].CN(CCCN1C=C[NH+]=C1\C=N\O)S(=O)(=O)C(F)(F)F","1.77","Log unit","-","-","5888.0","% ","-","-"
"[Cl-].CN(CCOCC[N+]1=C(\C=N\O)N(C)C=C1)S(=O)(=O)C(F)(F)F","-1.63","Log unit","-","-","2.344","% ","-","-"
"[Cl-].CN(CCOC[N+]1=C(\C=N\O)N(C)C=C1)S(=O)(=O)C(F)(F)F","-1.47","Log unit","-","-","3.388","% ","-","-"
"[Cl-].CN(CC[N+]1=C(\C=N\O)N(C)C=C1)S(=O)(=O)C(F)(F)F","-1.5","Log unit","-","-","3.162","% ","-","-"
"[Cl-].CN(CC[N+]1=C(\C=N\O)N(C)C=C1)S(C)(=O)=O","-3.31","Log unit","-","-","0.04898","% ","-","-"
"[Cl-].CN(CC[N+]1=C(\C=N\OCC2=CC=CC=C2)N(C)C=C1)S(=O)(=O)C(F)(F)F","-1.0","Log unit","-","-","10.0","% ","-","-"
"[Cl-].COC(=O)CCCCC[N+]1=C(\C=N\O)N(C)C=C1","-2.21","Log unit","-","-","0.6166","% ","-","-"
"[Cl-].COC(C)CCOC[N+]1=C(\C=N\O)N(C)C=C1","-2.22","Log unit","-","-","0.6026","% ","-","-"
"[Cl-].COCC[N+]1=C(\C=N\O)N(C)C=C1","-2.98","Log unit","-","-","0.1047","% ","-","-"
"[Cl-].COC[N+]1=C(\C=N\O)N(C)C=C1","-3.0","Log unit","-","-","0.1","% ","-","-"
"[Cl-].COC[N+]1=C(\C=N\O)N(\C=C\C)C=C1","-2.32","Log unit","-","-","0.4786","% ","-","-"
"[Cl-].COC[N+]1=C(\C=N\O)N(C=C1)C(C)(C)C","-2.5","Log unit","-","-","0.3162","% ","-","-"
"[Cl-].COC1=CC=C(C(=O)OCCC[N+]2=C(\C=N\O)N(C)C=C2)C(O)=C1","-0.74","Log unit","-","-","18.2","% ","-","-"
"[Cl-].CS(=O)(=O)CCOCN1C=C[NH+]=C1\C=N\O","-0.84","Log unit","-","-","14.45","% ","-","-"
"[Cl-].C[N+]1=C(\C=N\O)N(C=C1)C(C)(C)C","-2.72","Log unit","-","-","0.1905","% ","-","-"
"[Cl-].C[N+]1=C(SC(NC2=CC=CC=C2)=N1)C1=CC=C(C=C1)N(=O)=O","1.66","Log unit","-","-","4571.0","% ","-","-"
"[Cl-].ClC1=CC=C(C=C1)C(C1=CC=C(Cl)C=C1)[N+]1=CN(CC(OCC2=CC=C(Cl)C=C2Cl)C2=CC=C(Cl)C=C2Cl)C=C1","5.54","Log unit","-","-","3.467E7","% ","-","-"
"[Cl-].CN1C=C[N+](C=C)=C1\C=N\O","-3.1","Log unit","-","-","0.07943","% ","-","-"
"[Cl-].CN1C=C[N+](CCBr)=C1\C=N\O","-2.44","Log unit","-","-","0.3631","% ","-","-"
"[Cl-].CN1C=C[N+](CCC#N)=C1\C=N\O","-3.3","Log unit","-","-","0.05012","% ","-","-"
"[Cl-].CN1C=C[N+](CCCC#N)=C1\C=N\O","-3.0","Log unit","-","-","0.1","% ","-","-"
"[Cl-].CN1C=C[N+](CCCC(C)(C)N(=O)=O)=C1\C=N\O","-2.18","Log unit","-","-","0.6607","% ","-","-"
"[Cl-].CN1C=C[N+](CCCCC#C)=C1\C=N\O","-2.02","Log unit","-","-","0.955","% ","-","-"
"[Cl-].CN1C=C[N+](CCCCC#N)=C1\C=N\O","-2.8","Log unit","-","-","0.1585","% ","-","-"
"[Cl-].CN1C=C[N+](CCCCCCCl)=C1\C=N\O","-1.09","Log unit","-","-","8.128","% ","-","-"
"[Cl-].CN1C=C[N+](CCCCCNS(=O)(=O)C(F)(F)F)=C1\C=N\O","-1.13","Log unit","-","-","7.413","% ","-","-"
"[Cl-].CN1C=C[N+](CCCNS(=O)(=O)C(F)(F)F)=C1\C=N\O","-1.26","Log unit","-","-","5.495","% ","-","-"
"[Cl-].CN1C=C[N+](CCCOCC#C)=C1\C=N\O","-2.27","Log unit","-","-","0.537","% ","-","-"
"[Cl-].CN1C=C[N+](CCCl)=C1\C=N\O","-3.01","Log unit","-","-","0.09772","% ","-","-"
"[Cl-].CN1C=C[N+](CCNS(=O)(=O)C(F)(F)F)=C1C=NO","-1.2","Log unit","-","-","6.31","% ","-","-"
"[Cl-].CN1C=C[N+](CCOCC#C)=C1\C=N\O","-2.75","Log unit","-","-","0.1778","% ","-","-"
"[Cl-].CN1C=C[N+](CCOCCBr)=C1\C=N\O","-2.2","Log unit","-","-","0.631","% ","-","-"
"[Cl-].CN1C=C[N+](CCOCCCBr)=C1\C=N\O","-1.8","Log unit","-","-","1.585","% ","-","-"
"[Cl-].CN1C=C[N+](CCOCCCCl)=C1\C=N\O","-1.88","Log unit","-","-","1.318","% ","-","-"
"[Cl-].CN1C=C[N+](CCOCCCl)=C1\C=N\O","-2.32","Log unit","-","-","0.4786","% ","-","-"
"[Cl-].CN1C=C[N+](CCOCCF)=C1\C=N\O","-2.62","Log unit","-","-","0.2399","% ","-","-"
"[Cl-].CN1C=C[N+](CCOCCS(C)(=O)=O)=C1\C=N\O","-3.07","Log unit","-","-","0.08511","% ","-","-"
"[Cl-].CN1C=C[N+](CCS(C)(=O)=O)=C1\C=N\O","-3.5","Log unit","-","-","0.03162","% ","-","-"
"[Cl-].CN1C=C[N+](COC(C)(C)CS(C)(=O)=O)=C1\C=N\O","-2.9","Log unit","-","-","0.1259","% ","-","-"
"[Cl-].CN1C=C[N+](COCC(C)(C)C#C)=C1\C=N\O","-1.25","Log unit","-","-","5.623","% ","-","-"
"[Cl-].CN1C=C[N+](COCC(C)(C)C)=C1\C=N\O","-0.91","Log unit","-","-","12.3","% ","-","-"
"[Cl-].CN1C=C[N+](COCC(C)(C)CBr)=C1\C=N\O","-0.81","Log unit","-","-","15.49","% ","-","-"
"[Cl-].CN1C=C[N+](COCC(C)(C)CCl)=C1\C=N\O","-1.0","Log unit","-","-","10.0","% ","-","-"
"[Cl-].CN1C=C[N+](COCC(C)(C)N(=O)=O)=C1","-2.99","Log unit","-","-","0.1023","% ","-","-"
"[Cl-].CN1C=C[N+](COCCBr)=C1\C=N\O","-2.3","Log unit","-","-","0.5012","% ","-","-"
"[Cl-].CN1C=C[N+](COCCCBr)=C1\C=N\O","-1.76","Log unit","-","-","1.738","% ","-","-"
"[Cl-].CN1C=C[N+](COCCCCCl)=C1\C=N\O","-1.47","Log unit","-","-","3.388","% ","-","-"
"[Cl-].CN1C=C[N+](COCCCCl)=C1\C=N\O","-1.93","Log unit","-","-","1.175","% ","-","-"
"[Cl-].CN1C=C[N+](COCCCN(=O)=O)=C1\C=N\O","-2.65","Log unit","-","-","0.2239","% ","-","-"
"[Cl-].CN1C=C[N+](COCCC[Si](C)(C)C)=C1\C=N\O","0.43","Log unit","-","-","269.2","% ","-","-"
"[Cl-].CN1C=C[N+](COCCF)=C1\C=N\O","-2.84","Log unit","-","-","0.1445","% ","-","-"
"[Cl-].CN1C=C[N+](COCC[Si](C)(C)C)=C1\C=N\O","-0.34","Log unit","-","-","45.71","% ","-","-"
"[Cl-].CN1C=C[N+](CSCCC#C)=C1\C=N\O","-1.94","Log unit","-","-","1.148","% ","-","-"
"[Cl-].CN1C=C[N+](CC2CCCCN2S(=O)(=O)C(F)(F)F)=C1\C=N\O","-0.69","Log unit","-","-","20.42","% ","-","-"
"[Cl-].CN1C=C[N+](CC2CCCN2S(=O)(=O)C(F)(F)F)=C1C=NO","-1.33","Log unit","-","-","4.677","% ","-","-"
"[Cl-].CN1C=C[N+](CCC2CCCCN2S(=O)(=O)C(F)(F)F)=C1\C=N\O","-0.61","Log unit","-","-","24.55","% ","-","-"
"[Cl-].CN1C=C[N+](CCCCCOC(=O)C2=CC=CC=C2O)=C1\C=N\O","-0.18","Log unit","-","-","66.07","% ","-","-"
"[Cl-].CN1C=C[N+](CCCCOC(=O)C2=CC=CC=C2O)=C1\C=N\O","-0.56","Log unit","-","-","27.54","% ","-","-"
"[Cl-].CN1C=C[N+](CCCN(CC2=CC=CC=C2)S(=O)(=O)C(F)(F)F)=C1\C=N\O","0.06","Log unit","-","-","114.8","% ","-","-"
"[Cl-].CN1C=C[N+](CCCNS(=O)(=O)C2=CC=CC=C2)=C1\C=N\O","-1.89","Log unit","-","-","1.288","% ","-","-"
"[Cl-].CN1C=C[N+](CCCOC(=O)C2=CC(Cl)=CC(Cl)=C2O)=C1\C=N\O","0.47","Log unit","-","-","295.1","% ","-","-"
"[Cl-].CN1C=C[N+](CCCOC(=O)C2=CC(=CC=C2O)N(=O)=O)=C1\C=N\O","-0.71","Log unit","-","-","19.5","% ","-","-"
"[Cl-].CN1C=C[N+](CCCOC(=O)C2=CC=C(Cl)C=C2O)=C1\C=N\O","-0.07","Log unit","-","-","85.11","% ","-","-"
"[Cl-].CN1C=C[N+](CCCOC(=O)C2=CC=CC=C2O)=C1\C=N\O","-1.0","Log unit","-","-","10.0","% ","-","-"
"[Cl-].CN1C=C[N+](CCN(CC2=CC=CC=C2)S(=O)(=O)C(F)(F)F)=C1\C=N\O","-0.01","Log unit","-","-","97.72","% ","-","-"
"[Cl-].CN1C=C[N+](CCN(C2=CC=CC=C2)S(=O)(=O)C(F)(F)F)=C1\C=N\O","-0.53","Log unit","-","-","29.51","% ","-","-"
"[Cl-].CN1C=C[N+](CCN2CCN(CC2)S(=O)(=O)C(F)(F)F)=C1\C=N\O","-1.26","Log unit","-","-","5.495","% ","-","-"
"[Cl-].CN1C=C[N+](CCN2CCOCC2)=C1\C=N\O","-2.91","Log unit","-","-","0.123","% ","-","-"
"[Cl-].CN1C=C[N+](CCNS(=O)(=O)C2=CC=CC=C2)=C1\C=N\O","-1.92","Log unit","-","-","1.202","% ","-","-"
"[Cl-].CN1C=C[N+](CCOCC2=CC=C(C=C2)N(=O)=O)=C1\C=N\O","-1.35","Log unit","-","-","4.467","% ","-","-"
"[Cl-].CN1C=C[N+](CCC2=CC=C(C=C2)N(=O)=O)=C1\C=N\O","-1.46","Log unit","-","-","3.467","% ","-","-"
"[Cl-].CN1C=C[N+](COC(C)(C)C#CC2=CC=CC=C2)=C1\C=N\O","-0.05","Log unit","-","-","89.13","% ","-","-"
"[Cl-].CN1C=C[N+](COC2(CCCC2)C#C)=C1C=NO","-0.99","Log unit","-","-","10.23","% ","-","-"
"[Cl-].CN1C=C[N+](COC2CCC=CC2)=C1\C=N\O","-1.42","Log unit","-","-","3.802","% ","-","-"
"[Cl-].CN1C=C[N+](COC2CCCCC2S(C)(=O)=O)=C1\C=N\O","-2.59","Log unit","-","-","0.257","% ","-","-"
"[Cl-].CN1C=C[N+](COCC2CCCC2)=C1\C=N\O","-0.82","Log unit","-","-","15.14","% ","-","-"
"[Cl-].CN1C=C[N+](COCCCC2=CC=CC=C2)=C1\C=N\O","-0.45","Log unit","-","-","35.48","% ","-","-"
"[Cl-].CN1C=C[N+](COCCS(=O)(=O)C2=CC=CC=C2)=C1\C=N\O","-2.39","Log unit","-","-","0.4074","% ","-","-"
"[Cl-].CN1C=C[N+](CC2=CC=C(C=C2)N(=O)=O)=C1\C=N\O","-1.42","Log unit","-","-","3.802","% ","-","-"
"[Cl-].CN1C=C[N+](CC2=CC=CC(=C2)N(=O)=O)=C1\C=N\O","-1.62","Log unit","-","-","2.399","% ","-","-"
"[Cl-].CN1C=C[N+](CC2CCCCN2S(=O)(=O)C2=CC=CC=C2)=C1\C=N\O","-1.01","Log unit","-","-","9.772","% ","-","-"
"[Cl-].CN1C=C[N+](CC2CCCN(C2)S(=O)(=O)C2=CC=CC=C2)=C1\C=N\O","-1.18","Log unit","-","-","6.607","% ","-","-"
"[Cl-].CN1C=C[N+](CC2CCCN2S(=O)(=O)C2=CC=CC=C2)=C1\C=N\O","-1.49","Log unit","-","-","3.236","% ","-","-"
"[Cl-].CN1C=C[N+](CCC2CCCCN2S(=O)(=O)C2=CC=CC=C2)=C1\C=N\O","-0.83","Log unit","-","-","14.79","% ","-","-"
"[Cl-].CN1C=C[N+](COC(=O)C2=CC=C3OCOC3=C2)=C1\C=N\O","-0.88","Log unit","-","-","13.18","% ","-","-"
"[Cl-].CN1C=C[N+](COCC2=CC=CC3=CC=CC=C23)=C1\C=N\O","-0.36","Log unit","-","-","43.65","% ","-","-"
"[Cl-].O\N=C\C1=[NH+]C=CN1COCCC#C","0.67","Log unit","-","-","467.7","% ","-","-"
"[I-].CC(C)[N+]1=CC=C(C=C1)C1=CC=CC=C1","-1.98","Log unit","-","-","1.047","% ","-","-"
"[I-].CCC[N+]1=CC=C(C=C1)C1=CC=CC=C1","-1.83","Log unit","-","-","1.479","% ","-","-"
"[I-].CC[N+]1=CC=C(C=C1)C1=CC=CC=C1","-2.08","Log unit","-","-","0.8318","% ","-","-"
"[I-].COC1=CC=C(C=C1)C1=CC=[N+](C)C=C1","-2.14","Log unit","-","-","0.7244","% ","-","-"
"[I-].C[N+]1=CC=CC(=C1)C1=CC=CC=C1","-2.46","Log unit","-","-","0.3467","% ","-","-"
"[I-].C[N+]1=CC=CC2=CC=CC=C12","-2.71","Log unit","-","-","0.195","% ","-","-"
"[I-].C[N+]1=CC=CC=C1C1=CC=CC=C1","-3.0","Log unit","-","-","0.1","% ","-","-"
"[I-].C[N+]1=CC=C2C=CC=CC2=C1","-2.75","Log unit","-","-","0.1778","% ","-","-"
"O=N(=O)C1=CC=C(O1)\C=C\N=[N]#N","2.06","Log unit","-","-","11480.0","% ","-","-"
