ID,SMILES,LogP
10640,C1(C(=O)O)CCCN1,-1.294
10641,C=1C=C2C=CC(OC2=C3C=1OC=C3)=O,3.471
10642,CN(C)C(C=CC=CN=C1)=O,2.752
10643,C(=O)(OCC)C(C(=O)OCC)=CC1=CC(=CC=C1)OCCCC,5.507
10644,C1C2CC3CC1CC(C2)(C3)N4C5=CC=CC=C5N=N4,6.938
10645,O=C(O)C1=CC=C(C=C1)N=NN(C)CC2=CC=C(C=C2)OC,5.818
10646,C(OC(=O)C1C(C)=NC(=O)CC1C=2C(Br)=CC(=C(C=2)OC)OC)C,5.226
10647,C(CC)CN(C(C=1C=C(C=CC=1)OC2=CC=CC=C2)=O)C,5.357
10648,N(C=1C=CC(=CC=1)Br)C=2NCCN=2,3.45
10649,C(C=CC#N)#N,1.201
10650,C1=CC=C(C=C1)C2(C=3C=CC=CC=3)C(NC(N2S(=O)(=O)C4=CC=C(C=C4)Cl)=O)=O,5.75
10651,FC=1C=CC=C(C=1C(=O)O)Cl,4.117
10652,C1CN(CCC1)N=CC=2C=CC=CC=2,4.525
10653,O=C1C=2C=C3C(=O)N(C(=O)C3=CC=2C(=O)N1C4=CC=C(C)C(C)=C4)C5=CC=C(C(=C5)C)C,6.44
10654,CN(C)C1C(C(OC(C)C1OC2OC(C(OC(CCC)=O)C(C2)(OC(=O)CC)C)C)OC3C(CC=O)CC(C(O)C=CC=CCC(OC(CC(O)C3OC)=O)C)C)O,2.956
10655,CC(C)(C)C=1N=C2C=CC=CC2=C(C(CCC3CCNCC3)O)C=1,6.135
10656,O(C=1C=CC(=CC=1)OC(C(=O)OCC)C)C=2OC3=CC(Cl)=CC=3N=2,7.056
10657,C1=CC(=CC=C1)SN(C3=CC=C(CC(=O)OCC)C=C3)C2=O,5.873
10658,FC(F)(F)C1=CC=C(Cl)C(C2=NC(=N)NC(=N)N2)=C1,3.706
10659,C1C(OC(C1O)CN)N2C=C(C)C(NC2=O)=O,0.081
10660,ClC1C(Cl)C(C(Cl)C(Cl)C1SC)Cl,5.35
10661,O=S(=O)(C1=CC=C(N)C=C1)N=C2NC=C(Br)C=C2Br,4.029
10662,C(NC1C2N(C(=CCS2)C(=O)OC3OC(=O)C4=CC=CC=C34)C1=O)(C(=NOC)C5=CSC(=N)N5)=O,2.959
10663,C1=CC=CC=C1N2N(C3=CC=CC=C3)C(Cc2(=O)c)=O,4.178
10664,C1CCC(C1)C(N)C(=oc)O,1.399
10665,C(CCCCCCCC(C1=CC=CC=C1)C)CCC,9.151
10666,CN(C)C(OCC1=CC=C(C)C=C1)=O,4.546
10667,C1(=O)C=CC(=O)C2=C(C=CC(O)=C12)O,3.589
10668,C1CN1P(N2CC2)(=O)NN=CC=3C=CC=CC=3,2.826
10669,C(NC(CC=1N=CN(C(=O)OCCCC)C=1)C(N2CCCC2C(N)=O)O)(=O)C=3NC(=O)CC=3,0.857
10670,C1=CC(=CC(N1)=NCCCC)C=2NNC(=N)N=2,3.581
10671,C=1(C(C)=C(C(C)=O)SC=1S(CC)=O)[N+](=O)[O-],4.019
10672,C=1(C=CC(OCC(O)=O)=CC=1)OC,2.162
10673,C(=O)(C(NC(=O)C(NC(=O)C)CCSC)CC1=CC=CC=C1)N,1.918
10674,CC(C)C(C(NC(C)C(NC(C(=O)NC(CC1=CC=CC=C1)C(O)=O)C)=O)=O)N,-1.016
10675,C=1(C=CC=CC=1)OCCO,2.957
10676,C1=2C(C=CC=C1)=NN(N=2)C(C(=O)N)CCCC,3.322
10677,CC(C)C1=CC=CC=C1N,3.577
10678,O=S(=O)(C1=C(Cl)C=C2NC(CC)NS(=O)(=O)C2=C1)N,1.959
10679,C1=CC=C(C=C1)C(C)CCCCCCCCC,9.047
10680,C=1(CC)C=CC(CC)=CC=1,5.589
10681,C(C=1CC(N(C)C=1)=O)(O)OC,0.344
10682,O=S(=O)(N(C)CCCNCCC=1C2=C(NC(=O)S2)C(O)=CC=1)CCOCCC=3C=CC=CC=3,3.12
10683,C1=C(OC)C=C(C(=C1)OC)NC=2NCCN=2,2.536
10684,O=S(=O)(C1=CC=CC=C1)SCC(CSS(=O)(=O)C2=CC=CC=C2)N(C)C,5.169
10685,C1C(C(C2(C1C3C(C=4C(CC3)=CC(=CC=4)O)CC2)C)O)O,4.258
10686,C1=COC=N1,1.509
10687,C1=C(C(C2C=3C(=CC(=C(C)C=3)C)NC(=O)C2)=CC=C1)OC,6.22
10688,CC(C)NCC(COC=1C=CC(OCCOCCC2=CC=C(C=C2)F)=CC=1)O,5.684
10689,C1=CC=CN1C(C(=O)O)CC2=CC=C(F)C=C2,3.722
10690,CC(C)NC(NS(=O)(=O)C=1C=CC=CC=1)=O,1.956
10691,CN(C)CCN1C=2C(SC(C(C1=O)OC(C)=O)C=3C=CC(OC)=CC=3)=CC=CC=2,4.709
10692,C(CC)CCCO,3.35
10693,C=1(Cg)N=NC(=CC=1)C(=O)N,2.448
10694,C12(C(CCC1C3CCC=4C(C3C(O)C2)(CCC(=O)C=4)C)(C(=O)COC(=O)CCC(N)=O)O)C,3.096
10695,C1=C(OC(C=CC=2N=C(C=CC=2)CO)=C1)[N+]([O-])=O,2.929
10696,C=1(C=CC=C(OC(C)=O)C=1)[N+](=O)[O-],3.291
10697,C(=O)(C(NC(CNC(=O)C)=O)CC1=CC=CC=C1)N,0.902
10698,CC1(C)C2CC=C(CC2C3=C(C=C(CCCCC)C=C3O1)CCCCN4C(C5=CC=CC=C5C(O)=C4)=O)C,5.676
10699,C(C)(=O)N(C(C)=O)N1C(SC=2C1=NC3=C(C=CC=C3)N=2)=NC(=O)C,3.13
10700,CC(C)(C)C1(C(NC(NC1=O)=O)=O)C,2.166
10701,CC(C)CN=C=S,4.701
10702,OC1C(OC2C(C)OC(CC2OC(C)=O)OC3C(OC(OC4C(OC(OC5CC6C(CC5)(C)C7CC(C8(C(O)(CCC8C=9CC(OC=9)=O)C7CC6)C)O)CC4O)C)CC3O)C)OC(CO)C(C1O)O,0.18
10703,C=1(C=C(C(=CC=1)C)OC(NC)=O)C,3.226
10704,CC1=CC(C(COC=2C=C(N3C=NN=N3)C=CC=2)=O)=C(C)N1C4=CC=C(C=C4)C(OC)=O,5.87
10705,NC(N)=NC(NC1=CC=C(OC)C=C1)=O,2.566
10706,ClC(CC)C,3.771
10707,BrC=1C=CC=C(C(=O)O)C=1,3.982
10708,FC(F)(F)S(=O)(=O)NC1=CC=C(S(=O)(=O)C)C=C1,3.458
10709,C=1C(=C(C(=CC=1)C2N(C(CC)=O)N=C(C2)C=3C=CC(C4=NN(C(CC)=O)C(C=5C(=C(C=CC=5)OC)OC)C4)=CC=3)OC)OC,6.338
10710,C1CCC(C)N2C1=NC=C(C(OC)=O)C2=O,1.609
10711,C(C1=CC=CS1)N(CC=2OC=CC=2)C(CN3C=NN=N3)=O,6.839
10712,C(=O)(C1=CC(=CC(=C1)C(NC2=CC=C(C=C2)OC)=O)NC(=O)C3=CC=CC=C3)NC4=CC=C(C=C4)OC,7.002
10713,C1CN(CCO1)CCOC(=O)NC=2C(OCCCCCCC)=CC=CC=2,5.923
10714,C=1(C=C2[N+](=O)C=CN(C2=CC=1)[O-])C,1.207
10715,C1=CC=CC=CC1=O,1.488
10716,C=1(N(C([N+](=O)[O-])=CN=1)CCNC(OC)=S)C,2.423
10717,OC(=O)C(CCCCN)N,-1.339
10718,C1=CC=NC(C=2C=CC=CC=2)=C1,3.781
10719,C1=C(I)C(=CC=C1)NC(=O)C,3.221
10720,C1(=S)SC(C(=O)N1CC2CCCO2)=CC=3C(N4C(C=CC=C4)=NC=3SC=5C=CC=CC=5)=O,7.541
10721,CC(C)(C)C1CC2=C(CC1)ON=C2C(N3CCN(CC3)C(OCC)=O)=O,6.305
10722,FC(F)(F)C1=CC=C(C(=C1)Cl)OC2=CC=C(C(=C2)OC(C)C(=O)OC=C)[N+](=O)[O-],6.044
10723,CC(C)N=C1N=C(SC(F)F)NC(=NCCCC)N1,5.919
10724,FC(F)(F)C=1C=CC=C(NC(=O)NNC(=O)C)C=1,3.193
10725,O=[N+](NC(N)=N)[O-],-0.045
10726,CC(C)NCC(COC=1C(=CC(NC(C)=O)=CC=1)C(C)=O)O,2.562
10727,CC1(C)CC(C2=C(N=C(SCC(N3CCC=4C(=CC(OC)=C(OC)C=4)C3)=O)C(C#N)=C2CC)C1)=O,8.173
10728,C1CCCN1C(OC2=C(Cl)C=C3OCC(OCC#C)=NC3=C2)=O,4.28
10729,FC(F)(F)OC(C(F)(F)OC1=C(Cl)C=C(C=C1)NC(=O)NC(C2=C(C=CC=C2F)F)=O)F,6.755
10730,C1=C2C(=CC=C1)N(C3=CC=CC=C3S2)CCCN(C)C,6.211
10731,CC(C)OC(=O)C1(CCCC1)S(=O)(=O)C2=CC=C(C=C2)Cl,4.583
10732,C1(=CC=CC=C1)C(=O#C)NO,3.734
10733,CC(C)N(C(C)C)CCSP(=O)(C)OCC,4.883
10734,C1CN(C)C(C1)C2=CC=C[N+](=C2)[O-],-0.227
10735,O1C23C4OC(CC(O)C3C(C)CCC2C(C)C(OCC)O4)(C)O1,4.377
10736,FC(F)(F)C(=O)C=CC=1C=CC(=CC=1)OC,5.703
10737,N=C1NC(=N)N=C(C2=CC=CC(=C2)F)N1,2.99
10738,C1=CC=2C=CC=C([N+](=O)[O-])C=2C([N+](=O)[O-])=C1,3.967
10739,O=S(=O)(C=1C=C2S(=O)(=O)NC(NC2=CC=1Cl)CSCC=C)N,2.614
10740,O=C1C(CC2=CC=CC=C2)NC(=O)N1CC,3.133
10741,CC1(C)OC=2C(=CC=CC=2O1)OC(=O)NC,3.109
10742,ClC(Cl)(Cl)C1=NC(N=C(C(Cl)(Cl)Cl)N1)=NCCC,5.579
10743,C=1(C=2C(N3C(=NN=C3C)CN=1)=CC=C(Cl)C=2)C4=CC=CC=C4,3.241
10744,[N+](=O)([O-])C1=CC=CC=C1C#N,2.19
10745,C=1N=C(NC=1)[N+](=O)[O-],0.653
10746,CC(C)(C)N=C1NC(NC(Cl)=N1)=NCC,4.655
10747,O=S(=O)(C=1C=CC=CC=1)CC(=O)C2=CC=C(C)C=C2,3.774
10748,C=1C=CC(F)=CC=1,3.976
10749,C=1C=C2C(=CC=1CC)OCCOCCOCCOCCOCCO2,2.775
10750,C(C=1C(N(C(=O)CCl)COCC)=C(C)C=CC=1)C,4.075
10751,C1=CC=C2N=NN(C)C2=C1,2.784
10752,CN(C)CCOC=1C=C(C(=CC=1C(C)C)OC(C)=O)C,5.401
10753,C(NC=1C(=CC(F)=CC=1)Cl)(COC(=O)CCC)=O,4.735
10754,C=1C(=CC=C(CN2C(NC=C2)=S)C=1)O,2.53
10755,O=S(=O)(C)N(S(=O)(=O)C)C1=CC=CC=C1[N+]([O-])=O,1.805
10756,C1COCCN1,0.463
10757,CN(C)N=CCCC=1C=CC=CC=1,3.34
10758,CN(C)C(NC=1C=C(C=CC=1)[N+](=O)[O-])=O,3.292
10759,C1=CC2=C(C=3C=CC=CC=3C=C2C=C1)C(O)=O,5.261
10760,C(CC)CCC1=NNC(O1)=N,2.568
10761,C1(O)=CC=C(C(O)=N1)NC(O)N(CCCl)N=O,1.889
10762,O(C(C1=C(N=C(C(C(=O)OC)C1C2=CC=CO2)C)C)=O)CC,5.411
10763,C=1C=CC2=C(C=1)C(=CC=C2)Cl,4.336
10764,CCNC12C(CCCC2CC3=CC=CC=C13)C,5.323
10765,N(C(N(N=O)CC=C)=O)(CCCC(NC(=O)C)C(NCC1=CC=CC=C1)=O)CCC,3.869
10766,CC(C)CC(NC(C(CC1=CC=CC=C1)NC(C(N)CCCCN)=O)=O)C(O)=O,2.586
10767,O=C(O)C1=CC=C(C=C1)CC(=O)O,3.003
10768,[N+]([O-])(=O)C1=CC=C(C(C(NC(CCl)=O)CO)O)C=C1,2.858
10769,N1C(=N)NC(C(CC2=CC(=NC(OC)=C2)OC)=C1)=N,2.782
10770,O=S(=O)(C1=CC=C(C=C1)N)C2=CC=CC(N)=C2,2.591
10771,O=C(N(CC)CCCC)SCCC,5.622
10772,OCC1C(C(C(O)C(OC=2C=CC(=CC=2)N)O1)O)O,-1.37
10773,CN(C)N=NC1=CC=CC=C1C(=O)NN,3.006
10774,C1CN(CCN1CCCN=C2C3=CC=CN3C=4C(N2)=CC(OC)=CC=4)CCCN=C5C6=CC=CN6C=7C(N5)=CC(OC)=CC=7,4.849
10775,N(O)C=1C2=C(C=CC=C2)[N+]([O-])=CC=1,1.364
10776,C1=2C(C=CC=C1)=NN(N=2)CCC(O)=O,1.819
10777,C=1C=C(C(OC(C)=O)=CC=1)C(OCC(=O)NCC(=O)N)=O,0.963
10778,C(S(=O)C=1C(C#N)=CC([N+]([O-])=O)=CC=1)C,4.175
10779,C1OP(OCC1)(=O)C2C(C)=NC(C)=C(C(=O)OC)C2C=3C(=CC=CC=3)[N+](=O)[O-],2.681
10780,COP(OC)(OC1=CC=C([N+]([O-])=O)C=C1)=S,4.647
10781,CC1(C)C(N2C(C(C2=O)NC(C3=C(ON=C3C4=C(C=CC=C4Cl)F)C)=O)S1)C(O)=O,3.624
10782,O=S(=O)(C=1C(=C(N2C=1C=NC=C2)C(=O)C3=CC=C(C)C=C3)S(=O)(=O)CCC)CCC,5.386
10783,C(CCN(CCCC)CC(C=1C=CC=CC=1)O)C,4.276
10784,C1C(CC1)C(=O)NC(=O)CCC,2.01
10785,C1OC2=C(C=C3C4C(C5=CC=C(C=C5OC4)O)OC3=C2)O1,3.847
10786,C=1C=CC=C(CSC=2N(C(=O)C3=CC=CC=C3N=2)CC=C)C=1,6.56
10787,C1=CC=C2C=3C(=CC=CC=3)C(C2=C1)(CCCNC(C)C)C(=O)N,4.62
10788,C1(=CC=C(Br)C=C1)C(NN)=O,3.045
10789,OC(O)C1=CN(C)C(C1)=O,0.362
10790,C=1(C=C2C=CC=CC2=C(O)C=1N=O)Br,4.055
10791,CC(C)(C)OC(NC(CC1=CC=CC=C1)C(=O)NC(C(O)=O)CC=2C=CC(=CC=2)O)=O,4.113
10792,C(CCSCCNCCC1=C2C(=C(O)C=C1)NC(=O)S2)OCCC3=CC=CC=N3,3.771
10793,FC=1C=CC=C(C(C)=O)C=1,3.526
10794,C1(=COC(=O)N)C2(N(C=3C1=C(C(N)=C(C)C=3O)O)CC4C2N4)OC,1.238
10795,C=1C=C(C2=NC=C(N2C)[N+]([O-])=O)C=CC=1N,2.498
10796,COP(OC)(OC(=CC(=O)NC)C)=O,1.303
10797,C1=C(C(OCCC)=O)C=CC=C1,4.498
10798,C1(N[N+](=O)C=2C(=CC=CC=2)N1[O-])=NCCCN(C)CCCNC(=O)C=3C=4N=C5C=CC=CC5=NC=4C=CC=3,1.639
10799,CN(C)CCOC=1C=CC(OC)=CC=1,3.092
10800,O=C1C=2C(=CC=CC=2)C(=O)O1,3.066
10801,O=[N+](C1=C(N(C)C=N1)Cl)[O-],2.482
10802,O1NC(C(=NCC)N1)=N,1.858
10803,C1=C(C(OC2CC(=O)N2)=O)C=CC=C1,3.148
10804,O(C(C1(C(C)CN(CC1)CCC=2C=CC=CC=2)N(C3=CC=CC=C3)C(CC)=O)=O)C,5.765
10805,C=1C(Cl)=CC=C(C=1)C(=O)N,3.052
10806,O=S(=O)(O)c1c2cccccc2c(c1)CCCCC,14.345
10807,C=1C=C(C(OCOC(=O)C)=CC=1)C(N)=O,2.007
10808,C1CCCC1N2N=C3C(=N2)C=CC(=C3)NC(=O)C4=CC=C(C=C4)OC,5.5
10809,N1=CNC=C1CCSC2=NC(=CN2)C3=CC=CC=C3,4.052
10810,C1=CNC(C(N1)[N+](=O)[O-])=NCC(=O)CO,0.652
10811,FC(F)(C(F)F)C(=O)O,5.117
10812,C(=O)(C)OC1CC(C(=CC(OC(=O)C(C)=CC)C2C(=C)C(OC2C=C1C)=O)C)O,2.747
10813,C=1C=C(Cl)C=CC=1C=2C(=C(N=C(O)N=2)C=3C=CC(Cl)=CC=3)C(C(=O)OC)O,4.689
10814,CC(C)(C)C1=CC(C(C)(C)C)=CC=C1O,6.284
10815,C1C2OC(C1NC)C3=CC=CC=C23,2.691
10816,C=1C=C(C=CC=1N)C(=O)N,0.761
10817,CC(C)(C)C(CN1N=CN=C1)(CCC=2C=CC(=CC=2)Cl)O,5.202
10818,C=1C=CC(=CC=1)C2(C=3C=CC=CC=3)C(NC(NC2=O)=O)=O,3.315
10819,C(CC)CCCN1C(CC(C(OC)O)=C1)=O,3.68
10820,O=[N+](C=CC=1C=COC=1)[O-],3.018
10821,O=S(=O)(N)C1=CC(=CC=C1)C(=O)N,0.78
10822,C=1(C=CC=CC=1)OCC(O)COC(C(C)=C)=O,3.647
10823,CC1(C)C(C)(C)C1C(=O)OC(C2=CC=CC(OC3=CC=CC=C3)=C2)C#N,7.595
10824,C=12C=C(Cl)C(=C(C=1OC=3C(=C(C(=C(C2=3)Cl)Cl)Cl)Cl)Cl)Cl,4.065
10825,C1=CC=2C(C=C1)=CC=C(Cl)C=2Cl,5.92
10826,CC(C)C(N=C1NC(=NCC)NC(=N1)SC)C,5.648
10827,C1CN1C2=CC(C=3C(=CC=CC=3)C2=O)=O,3.024
10828,O=S(=O)(CCNCCC=1C2=C(NC(=O)S2)C(O)=CC=1)CCCOCCC3=CC=C([N+]([O-])=O)C=C3,4.018
10829,CC(CC=1C(=CC(OC)=CC=1)OC)N,2.97
10830,O(C1C(OC2CC(O)C(C(C)O2)OC3CC(O)C(C(C)O3)OC)C(OC(C1)OC4CC5C(C)(CC4)C6CC(O)C7(C(CCC7C=8CC(OC=8)=O)(O)C6CC5)C)C)C,2.479
10831,C1=CC=C2C(C(=O)N(C2=O)COC(=O)C)=C1,3.233
10832,C(C)C(CC)(C(OCC(OC)=O)=O)C(NC(=O)N)=O,2.688
10833,C1=CC=C2CN(C(=O)C)C(CC2=C1)C(=O)OCC=3C=CC(=CC=3)C#N,2.885
10834,COP(OC)(SCCSCC)=S,5.457
10835,C1(=CC(=CC=C1OCCCC2=CC=CC=C2)CC(=O)O)Cl,5.284
10836,CN(C)C=1C=CC(=CC=1)OC,2.877
10837,C=12CCCCC=1C=C(C(=O)N(C(C3=CC4=C(CCCC4)S3)=O)C5=CC(=CC=N5)C)S2,7.705
10838,C1=CC=C(C)C=C1CO,2.676
10839,C=1(C=C(C(=CC=1)C)Cl)C,5.568
10840,N(CCN1C(=NC=C1[N+]([O-])=O)C)C(OCC2=CC=CC=C2)=O,3.384
10841,C1CC(CCC1)CC(C(=O)C2CN(C(=O)O2)CC)NC(C(NC(C(CC3=CC=CC=C3)CC(O)N(C)CCOC)=O)CC=4N=CNC=4)=O,2.644
10842,C1=2C(C(C)=C(N1)C(OCC)=O)=C(C(=CC=2)CO)Cl,5.523
10843,C(CCCC=1C=CC=CC=1)CCCCCCCCC,9.518
10844,CN(C)CC=1OC=CC=1,2.76
10845,OC(=O)C(NC(=O)C(CC1=CC=CC=C1)N)CCC(=O)N,0.463
10846,FC(F)(F)C=1C=CC([N+](=O)[O-])=CC=1,4.046
10847,C(C)CC1=CC=CC=C1C,5.754
10848,CC(C)C(NC(=O)C(C)NC(C(CC1=CNC2=C1C=CC=C2)N)=O)C(=O)O,1.75
10849,NCCC1=CC=CC=C1C,2.86
10850,C1(=CC=CC=C1C(C)=O)NCCO,3.161
10851,C=1(C(C2NCCCC2)O)C=CC=CC=1,2.867
10852,C1CN(CCO1)CCOC(=O)NC2=CC(OCCCCCCC)=CC=C2,6.809
10853,C(=CC)C=C,3.885
10854,C=1C=2C(=NC(=NC3=NC(C=4CCCCC=4N3)=O)NC=2C)C=C(C)C=1,5.26
10855,CN(C)C(=O)OC1=CC=C(C=C1)C(CC)C,5.192
10856,C1(C(C(C(OC1OC=2C(I)=C(C(=CC=2)I)OC3OC(CO)C(C(O)C3O)O)CO)O)O)O,2.123
10857,C1CC2=C(C=C(OC)C(=C2)OC)C(N1C(=O)C=CC=3C=CC=CC=3)COC=4C=CC(F)=CC=4,7.096
10858,C(C)CC(=O)O,1.675
10859,C=1([N+]([O-])=O)C(=CC=C(C=1)C(C(O)=O)C)C=2SC=CN=2,3.146
10860,O(C)P(OC)(=S)OC1=CC=C([N+]([O-])=O)C=C1Cl,5.794
10861,C1CN(CCC1)CC(NC2=CC=CC=C2[N+](=O)[O-])=O,4.138
10862,O=S1(=O)CCC(C2=C1C=C(S2)S(=O)(=O)N)=O,1.457
10863,FC(F)(F)CN(CC(F)(F)F)C=1C=CC(Br)=CC=1,6.484
10864,ClC(Cl)(Cl)C(=O)O,2.155
10865,C1=C(C(=CC=C1)OP(=O)(NC)OC)Cl,3.56
10866,C=1C=CC=C(C=1)CC(C(N)=O)NC(=O)C(CC=2C=CC=CC=2)NC(C)=O,2.557
10867,c1cc(ccc1-c2c(-c3cccnc3)nc(C(C)C)n2C=CC(CC(O)CC(O)=O)O)F,-0.071
10868,C(C(N)=O)C,-0.446
10869,C=1N(C)C(=CN=1)C(C(CO)CC(=O)OCC)CC,2.023
10870,CC(C)CC(NC(=O)CNC(C(CC=1C=CC=CC=1)NC(=O)C)=O)C(N)=O,2.114
10871,C1(=CC=CC=C1)C(C2=CC=CC=C2)=NO,4.546
10872,CC(C)C(C(NC(C(NC(C(=O)O)CC=1C=CC=CC=1)=O)CC2=CC=C(O)C=C2)=O)NC(C(N)CC=3C=CC=CC=3)=O,0.974
10873,NC=1C(=CC=CC=1Cl)Cl,4.497
10874,CN(C)C=NC1=NC(=O)N(C=C1)C2C(C(O)C(CO)O2)O,-0.333
10875,C1CCCC1N=C2C3=C(SC4=C3CCCC4)NC=N2,5.476
10876,C1CN1P(N2CC2)(=O)NC(C3=CC(=CC=C3)OCC)=O,2.817
10877,C1CCCCC1C=2C=CC(=CC=2)NC(N(C)C)=O,5.309
10878,C(C)OP(OCC)(=S)SCSC=1C=CC(=CC=1)Cl,6.3
10879,C1CN(CCC1O)CCCC2=CC=CC=C2CSC=3C=CC=CC=3,4.855
10880,C=1(C(C)=CC(=CC=1C)O)NC(=O)C,1.541
10881,N1C=2C=C(C(=CC=2NC(=O)C1=O)C)C,2.622
10882,CN1C2=CC=CC=C2NC1=N,2.525
10883,C1=2C3=NC=CC=C3C=C4C=CC=5C=CC=C(C=C1)C=5C=24,6.906
10884,C=1N=CC(=NC)NC=1,2.143
10885,CC1(C)N(C(N)=NC(=N1)N)C=2C=C(C=CC=2)COC3=CC=CC=C3,3.469
10886,CC1=C(C#[N+][O-])C(C)=CC(C)=C1,4.564
10887,C1=NC=NC(OC)=C1,1.664
10888,O=C(NCC1C(C(C(O)C(O1)OC)O)O)N(N=O)C,0.11
10889,C12C(CC=C3CC(=O)C=CC13C)C4C(CC2O)(C(C(CCl)=O)(C(C)C4)OC(=O)CC)C,4.921
10890,C=1(C(C(NC)C)O)C=CC=CC=1,2.337
10891,C(CCCCCCCC(=O)OCC(CC)CCCC)CCC,4.049
10892,ClC1=CC=C(OC2=CC(Cl)=C(Cl)C=C2Cl)C=C1Cl,7.984
10893,C(CC)CC1=CC=CC=C1,5.536
10894,C1CCCCC2C1O2,3.398
10895,C12=CC(OC)=CC([N+]([O-])=O)=C1N=CC=C2,3.69
10896,C(OCC)CN(CCOCC)CC(O)C1=CC(C2=CC=C(C(Cl)=C2)Cl)=NC=3C=CC=CC1=3,6.944
10897,FC(F)(C(F)F)C(=O)O,1.122
10898,C1CN(CCN1CCCCN2C(C3C(=C2O)C4C=CC3C4)=O)C5=NC=CC=N5,2.749
10899,CN(C)CC(=O)O,-1.429
10900,CC(C)(C)OCCO,2.134
10901,C1=CC=CC=C1C(C=2C=CC=CC=2)(C=3C=CC=CC=3)N=C=S,9.218
10902,C[N+](C)(CCCCCCCC)CCS(=O)(=O)[O-],2.479
10903,CC(C)CNC(=O)C1(O)C2(C)CC(O)C3(C(C2CC1C)CC=C4CC(=O)C=CC34C)F,6.862
10904,C=1N=CC(=CC=1)I,3.489
10905,O=C(C1=CC=C(C=C1)O)C,2.99
10906,C1CN(CCC1O)CCCC2=CC=C(CSC=3C=CC=CC=3)C=C2,4.949
10907,C1=C(C(=CC=C1)N)N,1.623
10908,C=1C=CC=CC=1C2=NO[N+]([O-])=C2CO,1.784
10909,CN(C)C(=O)CC1=CSC=C1,1.994
10910,OC(O)C(NC(=O)C(NC(=O)C(C(CC)C)N)C=O)C(C)CC,-1.145
10911,CC(C)C(C(=O)N)NC(=O)C(NC(C)=O)CC(N)=O,0.05
10912,O=C(C(=CC=1C=CC=CC=1)F)NC(C)CC,4.727
10913,CN(C)CC(=O)OC1C(C2C3(C=4C=C(C(=CC=4N2C)OC)C5(C(=O)OC)CC6CN(CC(CC)(O)C6)CCC7=C5NC=8C=CC=CC7=8)CCN9CC=CC1(CC)C39)(O)C(OC)=O,3.774
10914,C1CN(CCC1C(NC(C=2C=CC=CC=2)C)=O)C(=O)C=3C=CC(F)=CC=3,5.32
10915,C1(=CC=C(C=C1)C(=O)OCC)C#N,2.637
10916,N1=CNC=C1CCSC2=NC(=CN2)C3=CC=C([N+]([O-])=O)C=C3,4.092
10917,C1CCCCN1CCOC(NC2=CC(=CC=C2)OCCC)=O,7.965
10918,C(CC)CC(C1=CC=CC=C1)CCCCCCCCC,12.499
10919,O=S(=O)(CCCNCCC1=C2C(=C(O)C=C1)NC(=O)S2)CCOCCOC3=CC=CC(C)(C)=C3,3.216
10920,C1C(=O)N2CCC=3C=CC=C(C1)C2=3,2.702
10921,OCC1C(C(C(NC(N(N=O)CCCl)=O)C(O)O1)O)O,0.731
10922,N=C1OC=2C(C(N1)=O)=CC=CC=2,1.545
10923,CN(C)N=NC1=CC=CC=C1Cl,4.993
10924,C=1C=CC=C2C=1C(=O)C3(C2=O)C4=C(N(CC4C(O3)C=5C=CC=CC=5)=O)C6=CC=CC=C6)O,7.519
10925,C(=C)CCC=C,4.152
10926,OCCNC(=O)CN1C=CN=C1[N+]([O-])=O,-0.255
10927,FC(F)(F)CCC(CC)O,2.48
10928,O=S1(=O)N=C(NC2=CC=C(Cl)C=C12)C3CCC3,3.746
10929,[N+]([O-])(C1=CC=2N=C(NC=2C=C1)C)=O,3.343
10930,C1=C(C=CC=C1)Br,4.745
10931,O(N(C(NC1=CC=CC([N+](=O)[O-])=C1)=O)C)C,3.216
10932,O=S(=O)(CCNCCC1=C2C(=C(O)C=C1)NC(=O)S2)CCCOCCC=3C=CC=CC=3,4.236
10933,O=S(=O)(C1=CC=C(CCCO)C=C1)N,1.596
10934,O=S(=O)(c1c2c(c(CCC)c1)ccccc2)O,-1.319
10935,C1=CC(CC2=CC=C(O)C=C2)=CC=C1,1.736
10936,C=12CCC3(C(C)(C(=O)CC)CCC3C=1CCC=4CC(=O)CCC2=4)C,5.372
10937,C1CCCC12CC(N(C2=O)OCC)=O,3.3
10938,O(CC1=CC=CC=C1)C2=CC(=CC=C2OC)CC3=CNC(=N)NC3=N,4.318
10939,N#CC(CCCC)(C1=CC=CC=C1)CN2C=CN=C2,4.397
10940,O=S(=O)(C=1C2=C(C=CC=N2)C=CC=1)N,1.717
10941,CC(C=CC=1C(O)=CC=CC=1)=O,3.965
10942,C1=CC=C(C=C1)C(CCC)CCCCCCCCC,8.365
10943,C=12C(C=3C(=CC=CC=3)N=1)=CNC=C2,4.797
10944,C(OCC)(=O)C(C(OCC)=O)=CC1=CC=CC(OC)=C1,4.531
10945,NCC(=O)NC(C(NC(C(O)=O)CC1=CC=CC=C1)=O)CC2=CC=CC=C2,-0.342
10946,CN(C)C(OCC=1C=CC(=CC=1)Cl)=O,4.859
10947,O(C=1C(=C(C=C(CC=2C(NC(NC=2)=N)=N)C=1)OC)C#N)C,3.058
10948,N=C1NC2=C(C(N1)=O)N=CN2C3CC(C(O3)CO)F,0.467
